name,type,start_time,duration,"ack","address","read","data"
"I2C","data",7.53893648,2.224e-05,true,,,0x20
"I2C","data",7.53896224,2.224e-05,true,,,0x18
"I2C","data",7.53898784,2.224e-05,true,,,0x00
"I2C","data",7.53901344,2.224e-05,true,,,0xF0
"I2C","data",7.53903936,2.224e-05,true,,,0xC4
"I2C","data",7.53906496,2.224e-05,true,,,0xF9
"I2C","data",7.53909072,2.24e-05,true,,,0xA0
"I2C","data",7.53911632,2.24e-05,true,,,0x20
"I2C","data",7.53914192,2.24e-05,true,,,0x4C
"I2C","data",7.53916784,2.224e-05,true,,,0x4A
"I2C","data",7.53919344,2.224e-05,true,,,0x00
"I2C","data",7.5392192,2.24e-05,true,,,0x21
"I2C","data",7.5392448,2.24e-05,true,,,0x68
"I2C","data",7.53927056,2.224e-05,true,,,0x43
"I2C","data",7.53929632,2.224e-05,true,,,0x80
"I2C","data",7.53932192,2.224e-05,true,,,0x18
"I2C","data",7.53934784,2.224e-05,true,,,0x01
"I2C","data",7.53937344,2.224e-05,true,,,0x74
"I2C","stop",7.5393984,1.60000001e-07,,,,
"I2C","start",7.54017824,1.60000001e-07,,,,
"I2C","address",7.54018128,2.24e-05,true,0x35,false,
"I2C","data",7.54020528,2.224e-05,true,,,0xA0
"I2C","data",7.54023088,2.224e-05,true,,,0x8C
"I2C","data",7.54025664,2.224e-05,true,,,0x05
"I2C","data",7.54028224,2.224e-05,true,,,0x21
"I2C","data",7.54030816,2.224e-05,true,,,0xC9
"I2C","data",7.54033376,2.224e-05,true,,,0x01
"I2C","data",7.54035936,2.224e-05,true,,,0x61
"I2C","data",7.54038512,2.24e-05,true,,,0x18
"I2C","data",7.54041072,2.24e-05,true,,,0x08
"I2C","data",7.54043664,2.224e-05,true,,,0x82
"I2C","data",7.54046224,2.224e-05,true,,,0x19
"I2C","data",7.540488,2.24e-05,true,,,0x21
"I2C","data",7.54051376,2.224e-05,true,,,0x28
"I2C","data",7.54053936,2.224e-05,true,,,0x46
"I2C","data",7.54056512,2.224e-05,true,,,0x00
"I2C","data",7.54059072,2.224e-05,true,,,0xF0
"I2C","data",7.54061664,2.224e-05,true,,,0x73
"I2C","data",7.54064224,2.224e-05,true,,,0xF9
"I2C","data",7.54066784,2.224e-05,true,,,0x70
"I2C","data",7.5406936,2.224e-05,true,,,0xBD
"I2C","data",7.5407192,2.224e-05,true,,,0xF1
"I2C","data",7.54074512,2.224e-05,true,,,0xB5
"I2C","data",7.54077072,2.224e-05,true,,,0x84
"I2C","data",7.54079632,2.224e-05,true,,,0xB0
"I2C","data",7.54082208,2.24e-05,true,,,0xC5
"I2C","data",7.54084768,2.24e-05,true,,,0x21
"I2C","data",7.5408736,2.224e-05,true,,,0x04
"I2C","data",7.5408992,2.224e-05,true,,,0x98
"I2C","data",7.5409248,2.224e-05,true,,,0xC9
"I2C","data",7.54095056,2.24e-05,true,,,0x00
"I2C","data",7.54097616,2.24e-05,true,,,0x48
"I2C","data",7.54100208,2.224e-05,true,,,0x43
"I2C","data",7.54102768,2.224e-05,true,,,0x3F
"I2C","data",7.54105328,2.224e-05,true,,,0x49
"I2C","data",7.5410792,2.224e-05,true,,,0x47
"I2C","data",7.5411048,2.224e-05,true,,,0x18
"I2C","data",7.54113056,2.224e-05,true,,,0xFF
"I2C","data",7.54115616,2.224e-05,true,,,0x20
"I2C","data",7.54118176,2.224e-05,true,,,0x81
"I2C","data",7.54120768,2.224e-05,true,,,0x30
"I2C","data",7.54123328,2.224e-05,true,,,0xC0
"I2C","data",7.54125904,2.24e-05,true,,,0x59
"I2C","data",7.54128464,2.24e-05,true,,,0x01
"I2C","data",7.54131024,2.24e-05,true,,,0x90
"I2C","data",7.54133616,2.224e-05,true,,,0x01
"I2C","data",7.54136176,2.224e-05,true,,,0x06
"I2C","data",7.54138752,2.24e-05,true,,,0x89
"I2C","data",7.54141312,2.24e-05,true,,,0x0F
"I2C","data",7.54143904,2.224e-05,true,,,0x02
"I2C","data",7.54146496,2.224e-05,true,,,0x91
"I2C","data",7.54149056,2.224e-05,true,,,0x41
"I2C","data",7.54151632,2.224e-05,true,,,0x05
"I2C","data",7.54154192,2.224e-05,true,,,0x4A
"I2C","data",7.54156752,2.224e-05,true,,,0x0F
"I2C","data",7.54159344,2.224e-05,true,,,0x05
"I2C","data",7.54161904,2.224e-05,true,,,0x21
"I2C","data",7.5416448,2.24e-05,true,,,0xC9
"I2C","data",7.5416704,2.24e-05,true,,,0x01
"I2C","data",7.541696,2.24e-05,true,,,0x7E
"I2C","data",7.54172192,2.224e-05,true,,,0x18
"I2C","data",7.54174752,2.224e-05,true,,,0xC4
"I2C","data",7.54177328,2.24e-05,true,,,0x06
"I2C","data",7.54179888,2.24e-05,true,,,0x01
"I2C","data",7.54182448,2.24e-05,true,,,0x0C
"I2C","data",7.5418504,2.224e-05,true,,,0x0B
"I2C","data",7.541876,2.224e-05,true,,,0x20
"I2C","data",7.54190192,2.224e-05,true,,,0x80
"I2C","data",7.54192752,2.224e-05,true,,,0x01
"I2C","data",7.54195312,2.224e-05,true,,,0x72
"I2C","data",7.54197888,2.224e-05,true,,,0x70
"I2C","data",7.54200448,2.224e-05,true,,,0x38
"I2C","data",7.5420304,2.224e-05,true,,,0x18
"I2C","data",7.542056,2.224e-05,true,,,0x00
"I2C","data",7.5420816,2.224e-05,true,,,0x90
"I2C","data",7.54210736,2.24e-05,true,,,0x41
"I2C","data",7.54213296,2.24e-05,true,,,0x80
"I2C","data",7.54215888,2.224e-05,true,,,0xE4
"I2C","data",7.54218448,2.224e-05,true,,,0x0E
"I2C","data",7.54221008,2.224e-05,true,,,0x04
"I2C","data",7.54223584,2.24e-05,true,,,0x98
"I2C","data",7.54226144,2.24e-05,true,,,0x00
"I2C","data",7.54228736,2.224e-05,true,,,0xF0
"I2C","data",7.54231296,2.224e-05,true,,,0xD6
"I2C","data",7.54233856,2.224e-05,true,,,0xF9
"I2C","data",7.54236448,2.224e-05,true,,,0xFF
"I2C","data",7.54239008,2.224e-05,true,,,0x37
"I2C","data",7.54241584,2.224e-05,true,,,0x05
"I2C","data",7.54244176,2.224e-05,true,,,0x46
"I2C","data",7.54246736,2.224e-05,true,,,0xC1
"I2C","data",7.54249312,2.24e-05,true,,,0x37
"I2C","data",7.54251872,2.24e-05,true,,,0x38
"I2C","data",7.54254464,2.224e-05,true,,,0x7E
"I2C","data",7.54257024,2.224e-05,true,,,0x00
"I2C","data",7.54259584,2.224e-05,true,,,0x28
"I2C","data",7.5426216,2.24e-05,true,,,0x01
"I2C","data",7.5426472,2.24e-05,true,,,0xD0
"I2C","data",7.54267312,2.224e-05,true,,,0x01
"I2C","data",7.54269872,2.224e-05,true,,,0x23
"I2C","data",7.54272432,2.224e-05,true,,,0x00
"I2C","data",7.54275024,2.224e-05,true,,,0xE0
"I2C","data",7.54277584,2.224e-05,true,,,0x00
"I2C","data",7.5428016,2.224e-05,true,,,0x23
"I2C","data",7.5428272,2.224e-05,true,,,0xFA
"I2C","data",7.5428528,2.224e-05,true,,,0x79
"I2C","data",7.54287872,2.224e-05,true,,,0xB9
"I2C","data",7.54290432,2.224e-05,true,,,0x7C
"I2C","data",7.54293008,2.24e-05,true,,,0x04
"I2C","data",7.54295568,2.24e-05,true,,,0x98
"I2C","data",7.54298128,2.24e-05,true,,,0x00
"I2C","data",7.5430072,2.224e-05,true,,,0xF0
"I2C","data",7.5430328,2.224e-05,true,,,0x76
"I2C","data",7.54305856,2.24e-05,true,,,0xFA
"I2C","data",7.54308416,2.24e-05,true,,,0x02
"I2C","data",7.54310976,2.24e-05,true,,,0x98
"I2C","data",7.54313568,2.224e-05,true,,,0x00
"I2C","data",7.54316128,2.224e-05,true,,,0x28
"I2C","data",7.5431872,2.224e-05,true,,,0x09
"I2C","data",7.5432128,2.224e-05,true,,,0xD1
"I2C","data",7.5432384,2.224e-05,true,,,0x01
"I2C","data",7.54326416,2.224e-05,true,,,0x2C
"I2C","data",7.54328976,2.224e-05,true,,,0x01
"I2C","data",7.54331568,2.224e-05,true,,,0xD0
"I2C","data",7.54334128,2.224e-05,true,,,0x02
"I2C","data",7.54336688,2.224e-05,true,,,0x2C
"I2C","data",7.54339264,2.24e-05,true,,,0x07
"I2C","data",7.54341824,2.24e-05,true,,,0xD1
"I2C","data",7.54344432,2.24e-05,true,,,0x00
"I2C","data",7.54346992,2.24e-05,true,,,0x98
"I2C","data",7.54349552,2.24e-05,true,,,0xFF
"I2C","data",7.54352144,2.224e-05,true,,,0x21
"I2C","data",7.54354704,2.224e-05,true,,,0x40
"I2C","data",7.54357296,2.224e-05,true,,,0x88
"I2C","data",7.54359856,2.224e-05,true,,,0x09
"I2C","data",7.54362416,2.224e-05,true,,,0x02
"I2C","data",7.54364992,2.224e-05,true,,,0x88
"I2C","data",7.54367552,2.224e-05,true,,,0x42
"I2C","data",7.54370144,2.224e-05,true,,,0x01
"I2C","data",7.54372704,2.224e-05,true,,,0xD0
"I2C","data",7.54375264,2.224e-05,true,,,0x4C
"I2C","data",7.5437784,2.24e-05,true,,,0x21
"I2C","data",7.543804,2.24e-05,true,,,0x3F
"I2C","data",7.54382992,2.224e-05,true,,,0xE0
"I2C","data",7.54385552,2.224e-05,true,,,0x05
"I2C","data",7.54388112,2.224e-05,true,,,0x2D
"I2C","data",7.54390688,2.24e-05,true,,,0x04
"I2C","data",7.54393248,2.24e-05,true,,,0xD3
"I2C","data",7.5439584,2.224e-05,true,,,0x01
"I2C","data",7.543984,2.224e-05,true,,,0x2C
"I2C","data",7.5440096,2.224e-05,true,,,0x04
"I2C","data",7.54403552,2.224e-05,true,,,0xD0
"I2C","data",7.54406112,2.224e-05,true,,,0x02
"I2C","data",7.54408688,2.224e-05,true,,,0x2C
"I2C","data",7.54411248,2.224e-05,true,,,0xF7
"I2C","data",7.54413808,2.224e-05,true,,,0xD1
"I2C","data",7.544164,2.224e-05,true,,,0x01
"I2C","data",7.5441896,2.224e-05,true,,,0xE0
"I2C","data",7.54421536,2.24e-05,true,,,0x04
"I2C","data",7.54424096,2.24e-05,true,,,0x2C
"I2C","data",7.54426656,2.24e-05,true,,,0x02
"I2C","data",7.54429248,2.224e-05,true,,,0xD2
"I2C","data",7.54431808,2.224e-05,true,,,0x70
"I2C","data",7.54434384,2.24e-05,true,,,0x78
"I2C","data",7.54436944,2.24e-05,true,,,0x00
"I2C","data",7.54439504,2.24e-05,true,,,0x28
"I2C","data",7.54442096,2.224e-05,true,,,0xF1
"I2C","data",7.54444688,2.224e-05,true,,,0xD1
"I2C","data",7.54447264,2.224e-05,true,,,0x03
"I2C","data",7.54449872,2.224e-05,true,,,0x2C
"I2C","data",7.54452432,2.224e-05,true,,,0x06
"I2C","data",7.54454992,2.24e-05,true,,,0xD3
"I2C","data",7.54457584,2.224e-05,true,,,0x05
"I2C","data",7.54460144,2.224e-05,true,,,0x2D
"I2C","data",7.5446272,2.24e-05,true,,,0xED
"I2C","data",7.5446528,2.24e-05,true,,,0xD0
"I2C","data",7.5446784,2.24e-05,true,,,0x04
"I2C","data",7.54470432,2.224e-05,true,,,0x2C
"I2C","data",7.54472992,2.224e-05,true,,,0x02
"I2C","data",7.54475584,2.224e-05,true,,,0xD3
"I2C","data",7.54478144,2.224e-05,true,,,0x70
"I2C","data",7.54480704,2.224e-05,true,,,0x78
"I2C","data",7.5448328,2.224e-05,true,,,0x00
"I2C","data",7.5448584,2.224e-05,true,,,0x28
"I2C","data",7.54488432,2.224e-05,true,,,0xE8
"I2C","data",7.54490992,2.224e-05,true,,,0xD0
"I2C","data",7.54493552,2.224e-05,true,,,0x04
"I2C","data",7.54496128,2.224e-05,true,,,0x98
"I2C","data",7.54498688,2.224e-05,true,,,0x50
"I2C","data",7.5450128,2.224e-05,true,,,0x21
"I2C","data",7.5450384,2.224e-05,true,,,0x48
"I2C","data",7.545064,2.224e-05,true,,,0x43
"I2C","data",7.54508976,2.24e-05,true,,,0x1B
"I2C","data",7.54511536,2.24e-05,true,,,0x49
"I2C","data",7.54514128,2.224e-05,true,,,0x40
"I2C","data",7.54516688,2.224e-05,true,,,0x18
"I2C","data",7.54519248,2.224e-05,true,,,0x29
"I2C","data",7.5452184,2.224e-05,true,,,0x01
"I2C","data",7.545244,2.224e-05,true,,,0x41
"I2C","data",7.54526976,2.224e-05,true,,,0x18
"I2C","data",7.54529536,2.224e-05,true,,,0x0A
"I2C","data",7.54532096,2.224e-05,true,,,0x79
"I2C","data",7.54534688,2.224e-05,true,,,0x70
"I2C","data",7.54537248,2.224e-05,true,,,0x78
"I2C","data",7.54539824,2.224e-05,true,,,0x82
"I2C","data",7.54543216,2.224e-05,true,,,0x42
"I2C","data",7.54545824,2.224e-05,true,,,0x03
"I2C","data",7.54548384,2.224e-05,true,,,0xD2
"I2C","data",7.54550944,2.224e-05,true,,,0x07
"I2C","data",7.5455352,2.24e-05,true,,,0x28
"I2C","data",7.5455608,2.24e-05,true,,,0xDB
"I2C","data",7.54558672,2.224e-05,true,,,0xD1
"I2C","data",7.54561232,2.224e-05,true,,,0x05
"I2C","data",7.54563792,2.224e-05,true,,,0x2C
"I2C","data",7.54566384,2.224e-05,true,,,0xD9
"I2C","data",7.54568944,2.224e-05,true,,,0xD1
"I2C","data",7.5457152,2.224e-05,true,,,0x05
"I2C","data",7.5457408,2.224e-05,true,,,0x2D
"I2C","data",7.5457664,2.224e-05,true,,,0x03
"I2C","data",7.54579232,2.224e-05,true,,,0xD2
"I2C","data",7.54581792,2.224e-05,true,,,0x49
"I2C","data",7.54584368,2.24e-05,true,,,0x79
"I2C","data",7.54586928,2.24e-05,true,,,0x08
"I2C","data",7.54589488,2.24e-05,true,,,0x18
"I2C","data",7.5459208,2.224e-05,true,,,0x40
"I2C","data",7.5459464,2.224e-05,true,,,0x1E
"I2C","data",7.54597216,2.24e-05,true,,,0xB0
"I2C","data",7.54599776,2.24e-05,true,,,0x70
"I2C","data",7.54602336,2.24e-05,true,,,0x01
"I2C","data",7.54604928,2.224e-05,true,,,0x2C
"I2C","data",7.54607488,2.224e-05,true,,,0x09
"I2C","data",7.5461008,2.224e-05,true,,,0xD0
"I2C","data",7.5461264,2.224e-05,true,,,0x02
"I2C","data",7.546152,2.224e-05,true,,,0x2C
"I2C","data",7.54617776,2.224e-05,true,,,0x10
"I2C","data",7.54620336,2.224e-05,true,,,0xD0
"I2C","data",7.54622928,2.224e-05,true,,,0x03
"I2C","data",7.54625488,2.224e-05,true,,,0x2C
"I2C","data",7.54628048,2.224e-05,true,,,0x14
"I2C","data",7.54630624,2.24e-05,true,,,0xD0
"I2C","data",7.54633184,2.24e-05,true,,,0x04
"I2C","data",7.54635776,2.224e-05,true,,,0x2C
"I2C","data",7.54638336,2.224e-05,true,,,0x01
"I2C","data",7.54640896,2.224e-05,true,,,0xD0
"I2C","data",7.54643456,2.224e-05,true,,,0x05
"I2C","data",7.54646032,2.24e-05,true,,,0x2C
"I2C","data",7.54648656,2.224e-05,true,,,0x0E
"I2C","data",7.54651216,2.224e-05,true,,,0xD1
"I2C","data",7.54653776,2.224e-05,true,,,0xB5
"I2C","data",7.54656352,2.224e-05,true,,,0x21
"I2C","data",7.54658912,2.224e-05,true,,,0x09
"I2C","data",7.54661504,2.224e-05,true,,,0xE0
"I2C","data",7.54664064,2.224e-05,true,,,0x00
"I2C","data",7.54666624,2.224e-05,true,,,0x98
"I2C","data",7.546692,2.24e-05,true,,,0x00
"I2C","data",7.5467176,2.24e-05,true,,,0x21
"I2C","data",7.54674352,2.224e-05,true,,,0xC1
"I2C","data",7.54676912,2.224e-05,true,,,0x74
"I2C","data",7.54679472,2.224e-05,true,,,0x01
"I2C","data",7.54682048,2.24e-05,true,,,0x98
"I2C","data",7.54684608,2.24e-05,true,,,0x40
"I2C","data",7.546872,2.224e-05,true,,,0x04
"I2C","data",7.5468976,2.224e-05,true,,,0x80
"I2C","data",7.5469232,2.224e-05,true,,,0x0F
"I2C","data",7.54694912,2.224e-05,true,,,0xF8
"I2C","data",7.54697472,2.224e-05,true,,,0x72
"I2C","data",7.54700048,2.224e-05,true,,,0xB2
"I2C","data",7.54702608,2.224e-05,true,,,0x21
"I2C","data",7.54705168,2.224e-05,true,,,0x00
"I2C","data",7.5470776,2.224e-05,true,,,0xE0
"I2C","data",7.5471032,2.224e-05,true,,,0xB3
"I2C","data",7.54712896,2.24e-05,true,,,0x21
"I2C","data",7.54715456,2.24e-05,true,,,0x04
"I2C","data",7.54718016,2.24e-05,true,,,0x98
"I2C","data",7.54720608,2.224e-05,true,,,0x00
"I2C","data",7.54723168,2.224e-05,true,,,0xF0
"I2C","data",7.54725744,2.24e-05,true,,,0x8E
"I2C","data",7.54728304,2.24e-05,true,,,0xF9
"I2C","data",7.54730864,2.24e-05,true,,,0x05
"I2C","data",7.54733456,2.224e-05,true,,,0xB0
"I2C","data",7.54736016,2.224e-05,true,,,0xF0
"I2C","data",7.54738608,2.224e-05,true,,,0xBD
"I2C","data",7.54741168,2.224e-05,true,,,0xB4
"I2C","data",7.54743744,2.224e-05,true,,,0x21
"I2C","data",7.54746336,2.224e-05,true,,,0xF8
"I2C","data",7.54748896,2.224e-05,true,,,0xE7
"I2C","data",7.54751472,2.24e-05,true,,,0x4C
"I2C","data",7.5475408,2.24e-05,true,,,0x4C
"I2C","data",7.5475664,2.24e-05,true,,,0x04
"I2C","data",7.547592,2.24e-05,true,,,0x20
"I2C","data",7.54761792,2.224e-05,true,,,0x90
"I2C","data",7.54764352,2.224e-05,true,,,0x12
"I2C","data",7.54766944,2.224e-05,true,,,0x04
"I2C","data",7.54769504,2.224e-05,true,,,0x20
"I2C","data",7.54772064,2.224e-05,true,,,0x4C
"I2C","data",7.5477464,2.224e-05,true,,,0x05
"I2C","data",7.547772,2.224e-05,true,,,0x00
"I2C","data",7.54779792,2.224e-05,true,,,0x00
"I2C","data",7.54782352,2.224e-05,true,,,0xD0
"I2C","data",7.54784912,2.224e-05,true,,,0x20
"I2C","data",7.54787488,2.24e-05,true,,,0x04
"I2C","data",7.54790048,2.24e-05,true,,,0x20
"I2C","data",7.5479264,2.224e-05,true,,,0x08
"I2C","data",7.547952,2.224e-05,true,,,0x00
"I2C","data",7.5479776,2.224e-05,true,,,0x04
"I2C","data",7.54800336,2.24e-05,true,,,0x20
"I2C","data",7.54802896,2.24e-05,true,,,0x03
"I2C","data",7.54805488,2.224e-05,true,,,0xB4
"I2C","data",7.54808048,2.224e-05,true,,,0x01
"I2C","data",7.54810608,2.224e-05,true,,,0x48
"I2C","data",7.548132,2.224e-05,true,,,0x01
"I2C","data",7.5481576,2.224e-05,true,,,0x90
"I2C","data",7.54818336,2.224e-05,true,,,0x01
"I2C","data",7.54820896,2.224e-05,true,,,0xBD
"I2C","data",7.54823456,2.224e-05,true,,,0xC3
"I2C","data",7.54826048,2.224e-05,true,,,0x0C
"I2C","data",7.54828608,2.224e-05,true,,,0x02
"I2C","data",7.54831184,2.24e-05,true,,,0x00
"I2C","data",7.54833744,2.24e-05,true,,,0x03
"I2C","data",7.54836304,2.24e-05,true,,,0xB4
"I2C","data",7.54838896,2.224e-05,true,,,0x01
"I2C","data",7.54841456,2.224e-05,true,,,0x48
"I2C","data",7.54844064,2.224e-05,true,,,0x01
"I2C","data",7.54846624,2.224e-05,true,,,0x90
"I2C","data",7.54849184,2.224e-05,true,,,0x01
"I2C","data",7.54851776,2.224e-05,true,,,0xBD
"I2C","data",7.54854336,2.224e-05,true,,,0xD1
"I2C","data",7.54856912,2.224e-05,true,,,0x4C
"I2C","data",7.54859472,2.224e-05,true,,,0x02
"I2C","data",7.54862032,2.224e-05,true,,,0x00
"I2C","data",7.54864624,2.224e-05,true,,,0x03
"I2C","data",7.54867184,2.224e-05,true,,,0xB4
"I2C","data",7.5486976,2.24e-05,true,,,0x01
"I2C","data",7.5487232,2.24e-05,true,,,0x48
"I2C","data",7.5487488,2.24e-05,true,,,0x01
"I2C","data",7.54877472,2.224e-05,true,,,0x90
"I2C","data",7.54880032,2.224e-05,true,,,0x01
"I2C","data",7.54882608,2.24e-05,true,,,0xBD
"I2C","data",7.54885168,2.24e-05,true,,,0x5D
"I2C","data",7.54887728,2.24e-05,true,,,0x10
"I2C","data",7.5489032,2.224e-05,true,,,0x02
"I2C","data",7.5489288,2.224e-05,true,,,0x00
"I2C","data",7.54895472,2.224e-05,true,,,0x03
"I2C","data",7.54898032,2.224e-05,true,,,0xB4
"I2C","data",7.54900592,2.224e-05,true,,,0x01
"I2C","data",7.54903168,2.224e-05,true,,,0x48
"I2C","data",7.54905728,2.224e-05,true,,,0x01
"I2C","data",7.5490832,2.224e-05,true,,,0x90
"I2C","data",7.5491088,2.224e-05,true,,,0x01
"I2C","data",7.5491344,2.224e-05,true,,,0xBD
"I2C","data",7.54916016,2.24e-05,true,,,0x83
"I2C","data",7.54918576,2.24e-05,true,,,0x2B
"I2C","data",7.54921168,2.224e-05,true,,,0x02
"I2C","data",7.54923728,2.224e-05,true,,,0x00
"I2C","data",7.54926288,2.224e-05,true,,,0x03
"I2C","data",7.54928864,2.24e-05,true,,,0xB4
"I2C","data",7.54931424,2.24e-05,true,,,0x01
"I2C","data",7.54934016,2.224e-05,true,,,0x48
"I2C","data",7.54936576,2.224e-05,true,,,0x01
"I2C","data",7.54939136,2.224e-05,true,,,0x90
"I2C","data",7.54941728,2.224e-05,true,,,0x01
"I2C","data",7.54944304,2.224e-05,true,,,0xBD
"I2C","data",7.54946896,2.224e-05,true,,,0xFD
"I2C","data",7.54949456,2.224e-05,true,,,0x0F
"I2C","data",7.54952016,2.224e-05,true,,,0x02
"I2C","data",7.54954592,2.224e-05,true,,,0x00
"I2C","data",7.54957152,2.224e-05,true,,,0x03
"I2C","data",7.54959744,2.224e-05,true,,,0xB4
"I2C","data",7.54962304,2.224e-05,true,,,0x01
"I2C","data",7.54964864,2.224e-05,true,,,0x48
"I2C","data",7.5496744,2.24e-05,true,,,0x01
"I2C","data",7.5497,2.24e-05,true,,,0x90
"I2C","data",7.54972592,2.224e-05,true,,,0x01
"I2C","data",7.54975152,2.224e-05,true,,,0xBD
"I2C","data",7.54977712,2.224e-05,true,,,0xA7
"I2C","data",7.54980304,2.224e-05,true,,,0x2B
"I2C","data",7.54982864,2.224e-05,true,,,0x02
"I2C","data",7.5498544,2.224e-05,true,,,0x00
"I2C","data",7.54988,2.224e-05,true,,,0x03
"I2C","data",7.5499056,2.224e-05,true,,,0xB4
"I2C","data",7.54993152,2.224e-05,true,,,0x01
"I2C","data",7.54995712,2.224e-05,true,,,0x48
"I2C","data",7.54998288,2.224e-05,true,,,0x01
"I2C","data",7.55000848,2.224e-05,true,,,0x90
"I2C","data",7.55003408,2.224e-05,true,,,0x01
"I2C","data",7.55006,2.224e-05,true,,,0xBD
"I2C","data",7.5500856,2.224e-05,true,,,0x85
"I2C","data",7.55011136,2.24e-05,true,,,0x4C
"I2C","data",7.55013696,2.24e-05,true,,,0x02
"I2C","data",7.55016256,2.24e-05,true,,,0x00
"I2C","data",7.55018848,2.224e-05,true,,,0x03
"I2C","data",7.55021408,2.224e-05,true,,,0xB4
"I2C","data",7.55024,2.224e-05,true,,,0x01
"I2C","data",7.5502656,2.224e-05,true,,,0x48
"I2C","data",7.5502912,2.224e-05,true,,,0x01
"I2C","data",7.55031696,2.224e-05,true,,,0x90
"I2C","data",7.55034256,2.224e-05,true,,,0x01
"I2C","data",7.55036848,2.224e-05,true,,,0xBD
"I2C","data",7.55039408,2.224e-05,true,,,0x33
"I2C","data",7.55041968,2.224e-05,true,,,0x49
"I2C","data",7.55044544,2.224e-05,true,,,0x02
"I2C","data",7.55047136,2.224e-05,true,,,0x00
"I2C","data",7.55049744,2.224e-05,true,,,0x03
"I2C","data",7.55052304,2.224e-05,true,,,0xB4
"I2C","data",7.55054864,2.224e-05,true,,,0x01
"I2C","data",7.55057456,2.224e-05,true,,,0x48
"I2C","data",7.5506,2.24e-05,true,,,0x01
"I2C","data",7.55062592,2.224e-05,true,,,0x90
"I2C","data",7.55065152,2.224e-05,true,,,0x01
"I2C","data",7.55067712,2.224e-05,true,,,0xBD
"I2C","data",7.55070304,2.224e-05,true,,,0xD1
"I2C","data",7.55072864,2.224e-05,true,,,0x2B
"I2C","data",7.5507544,2.224e-05,true,,,0x02
"I2C","data",7.55078,2.224e-05,true,,,0x00
"I2C","data",7.5508056,2.224e-05,true,,,0x03
"I2C","data",7.55083152,2.224e-05,true,,,0xB4
"I2C","data",7.55085712,2.224e-05,true,,,0x01
"I2C","data",7.55088288,2.24e-05,true,,,0x48
"I2C","data",7.55090848,2.24e-05,true,,,0x01
"I2C","data",7.55093408,2.24e-05,true,,,0x90
"I2C","data",7.55096,2.224e-05,true,,,0x01
"I2C","data",7.5509856,2.224e-05,true,,,0xBD
"I2C","data",7.55101136,2.24e-05,true,,,0x53
"I2C","data",7.55103696,2.24e-05,true,,,0x2B
"I2C","data",7.55106256,2.24e-05,true,,,0x02
"I2C","data",7.55108848,2.224e-05,true,,,0x00
"I2C","data",7.55111408,2.224e-05,true,,,0x03
"I2C","data",7.55114,2.224e-05,true,,,0xB4
"I2C","data",7.5511656,2.224e-05,true,,,0x01
"I2C","data",7.5511912,2.224e-05,true,,,0x48
"I2C","data",7.55121696,2.224e-05,true,,,0x01
"I2C","data",7.55124256,2.224e-05,true,,,0x90
"I2C","data",7.55126848,2.224e-05,true,,,0x01
"I2C","data",7.55129408,2.224e-05,true,,,0xBD
"I2C","data",7.55131968,2.224e-05,true,,,0x35
"I2C","data",7.55134544,2.24e-05,true,,,0x2D
"I2C","data",7.55137104,2.24e-05,true,,,0x02
"I2C","data",7.55139696,2.224e-05,true,,,0x00
"I2C","data",7.55142256,2.224e-05,true,,,0x03
"I2C","data",7.55144832,2.24e-05,true,,,0xB4
"I2C","data",7.55147424,2.224e-05,true,,,0x01
"I2C","data",7.55149984,2.224e-05,true,,,0x48
"I2C","data",7.55152576,2.224e-05,true,,,0x01
"I2C","data",7.55155184,2.224e-05,true,,,0x90
"I2C","data",7.55157744,2.224e-05,true,,,0x01
"I2C","data",7.55160304,2.224e-05,true,,,0xBD
"I2C","data",7.5516288,2.24e-05,true,,,0xAF
"I2C","data",7.5516544,2.24e-05,true,,,0xF9
"I2C","data",7.55168032,2.224e-05,true,,,0x01
"I2C","data",7.55170592,2.224e-05,true,,,0x00
"I2C","data",7.55173152,2.224e-05,true,,,0x03
"I2C","data",7.55175728,2.24e-05,true,,,0xB4
"I2C","data",7.55178288,2.24e-05,true,,,0x01
"I2C","data",7.5518088,2.224e-05,true,,,0x48
"I2C","data",7.5518344,2.224e-05,true,,,0x01
"I2C","data",7.55186,2.224e-05,true,,,0x90
"I2C","data",7.55188592,2.224e-05,true,,,0x01
"I2C","data",7.55191152,2.224e-05,true,,,0xBD
"I2C","data",7.55193728,2.224e-05,true,,,0x4D
"I2C","data",7.55196288,2.224e-05,true,,,0x39
"I2C","data",7.55198848,2.224e-05,true,,,0x02
"I2C","data",7.5520144,2.224e-05,true,,,0x00
"I2C","data",7.55204,2.224e-05,true,,,0x03
"I2C","data",7.55206576,2.24e-05,true,,,0xB4
"I2C","data",7.55209136,2.24e-05,true,,,0x01
"I2C","data",7.55211696,2.24e-05,true,,,0x48
"I2C","data",7.55214288,2.224e-05,true,,,0x01
"I2C","data",7.55216848,2.224e-05,true,,,0x90
"I2C","data",7.55219424,2.24e-05,true,,,0x01
"I2C","data",7.55221984,2.24e-05,true,,,0xBD
"I2C","data",7.55224544,2.24e-05,true,,,0x25
"I2C","data",7.55227136,2.224e-05,true,,,0x03
"I2C","data",7.55229696,2.224e-05,true,,,0x00
"I2C","data",7.55232288,2.224e-05,true,,,0x00
"I2C","data",7.55234848,2.224e-05,true,,,0x03
