name,type,start_time,duration,"ack","address","read","data"
"I2C","data",7.43390208,2.24e-05,true,,,0x28
"I2C","data",7.43392768,2.24e-05,true,,,0x49
"I2C","data",7.4339536,2.224e-05,true,,,0xD1
"I2C","data",7.4339792,2.224e-05,true,,,0xF8
"I2C","data",7.43400512,2.224e-05,true,,,0x06
"I2C","data",7.43403072,2.224e-05,true,,,0xC0
"I2C","data",7.43405632,2.224e-05,true,,,0x0E
"I2C","data",7.43408208,2.224e-05,true,,,0x06
"I2C","data",7.43410768,2.224e-05,true,,,0x28
"I2C","data",7.4341336,2.224e-05,true,,,0x45
"I2C","data",7.4341592,2.224e-05,true,,,0xD0
"I2C","data",7.4341848,2.224e-05,true,,,0xE8
"I2C","data",7.43421056,2.224e-05,true,,,0x7B
"I2C","data",7.43423616,2.224e-05,true,,,0xC1
"I2C","data",7.43426208,2.224e-05,true,,,0x06
"I2C","data",7.43428768,2.224e-05,true,,,0x40
"I2C","data",7.43431328,2.224e-05,true,,,0x09
"I2C","data",7.43433904,2.24e-05,true,,,0x40
"I2C","data",7.43436464,2.24e-05,true,,,0x1C
"I2C","data",7.43439056,2.224e-05,true,,,0xC9
"I2C","data",7.43441616,2.224e-05,true,,,0x0E
"I2C","data",7.43444192,2.24e-05,true,,,0x40
"I2C","data",7.43446784,2.224e-05,true,,,0x01
"I2C","data",7.43449344,2.224e-05,true,,,0x01
"I2C","data",7.43451936,2.224e-05,true,,,0x43
"I2C","data",7.43454496,2.224e-05,true,,,0xE7
"I2C","data",7.43457056,2.224e-05,true,,,0x20
"I2C","data",7.43459632,2.224e-05,true,,,0x01
"I2C","data",7.43462192,2.224e-05,true,,,0x40
"I2C","data",7.43464784,2.224e-05,true,,,0x08
"I2C","data",7.43467344,2.224e-05,true,,,0x20
"I2C","data",7.43469904,2.224e-05,true,,,0x01
"I2C","data",7.4347248,2.24e-05,true,,,0x43
"I2C","data",7.4347504,2.24e-05,true,,,0x68
"I2C","data",7.43477632,2.224e-05,true,,,0x79
"I2C","data",7.43480192,2.224e-05,true,,,0xC9
"I2C","data",7.43482752,2.224e-05,true,,,0x08
"I2C","data",7.43485328,2.24e-05,true,,,0x42
"I2C","data",7.43487888,2.24e-05,true,,,0x07
"I2C","data",7.4349048,2.224e-05,true,,,0xC9
"I2C","data",7.4349304,2.224e-05,true,,,0x00
"I2C","data",7.434956,2.224e-05,true,,,0x52
"I2C","data",7.43498192,2.224e-05,true,,,0x0F
"I2C","data",7.43500752,2.224e-05,true,,,0x11
"I2C","data",7.43503328,2.224e-05,true,,,0x43
"I2C","data",7.43505888,2.224e-05,true,,,0x82
"I2C","data",7.43508448,2.224e-05,true,,,0x00
"I2C","data",7.4351104,2.224e-05,true,,,0x57
"I2C","data",7.435136,2.224e-05,true,,,0x20
"I2C","data",7.43516176,2.24e-05,true,,,0xE9
"I2C","data",7.43518736,2.24e-05,true,,,0x73
"I2C","data",7.43521296,2.24e-05,true,,,0x00
"I2C","data",7.43523888,2.224e-05,true,,,0x01
"I2C","data",7.43526448,2.224e-05,true,,,0x31
"I2C","data",7.43529024,2.24e-05,true,,,0x46
"I2C","data",7.43531584,2.24e-05,true,,,0x20
"I2C","data",7.43534144,2.24e-05,true,,,0x18
"I2C","data",7.43536736,2.224e-05,true,,,0x01
"I2C","data",7.43539296,2.224e-05,true,,,0xF0
"I2C","data",7.43541888,2.224e-05,true,,,0x8E
"I2C","data",7.43544448,2.224e-05,true,,,0xF9
"I2C","data",7.43547024,2.224e-05,true,,,0x19
"I2C","data",7.43549584,2.224e-05,true,,,0x21
"I2C","data",7.43552144,2.224e-05,true,,,0x49
"I2C","data",7.43554736,2.224e-05,true,,,0x01
"I2C","data",7.43557296,2.224e-05,true,,,0x61
"I2C","data",7.43559872,2.24e-05,true,,,0x18
"I2C","data",7.43562432,2.24e-05,true,,,0x49
"I2C","data",7.43564992,2.24e-05,true,,,0x8B
"I2C","data",7.43567584,2.224e-05,true,,,0x38
"I2C","data",7.43570144,2.224e-05,true,,,0x0C
"I2C","data",7.4357272,2.24e-05,true,,,0x88
"I2C","data",7.4357528,2.24e-05,true,,,0x42
"I2C","data",7.4357784,2.24e-05,true,,,0x1C
"I2C","data",7.43580432,2.224e-05,true,,,0xD1
"I2C","data",7.43582992,2.224e-05,true,,,0x0B
"I2C","data",7.43585584,2.224e-05,true,,,0x20
"I2C","data",7.43588144,2.224e-05,true,,,0xC0
"I2C","data",7.43590704,2.224e-05,true,,,0x01
"I2C","data",7.4359328,2.224e-05,true,,,0x20
"I2C","data",7.4359584,2.224e-05,true,,,0x18
"I2C","data",7.43598432,2.224e-05,true,,,0x41
"I2C","data",7.43600992,2.224e-05,true,,,0x7D
"I2C","data",7.43603552,2.224e-05,true,,,0xCA
"I2C","data",7.43606128,2.24e-05,true,,,0x06
"I2C","data",7.43608688,2.24e-05,true,,,0xD2
"I2C","data",7.4361128,2.224e-05,true,,,0x0E
"I2C","data",7.4361384,2.224e-05,true,,,0x00
"I2C","data",7.436164,2.224e-05,true,,,0xE0
"I2C","data",7.43618976,2.24e-05,true,,,0x1D
"I2C","data",7.43621536,2.24e-05,true,,,0xE0
"I2C","data",7.43624128,2.224e-05,true,,,0x49
"I2C","data",7.43626688,2.224e-05,true,,,0x09
"I2C","data",7.43629248,2.224e-05,true,,,0x49
"I2C","data",7.4363184,2.224e-05,true,,,0x1C
"I2C","data",7.436344,2.224e-05,true,,,0x49
"I2C","data",7.43636976,2.224e-05,true,,,0x01
"I2C","data",7.43639536,2.224e-05,true,,,0x0A
"I2C","data",7.43642096,2.224e-05,true,,,0x43
"I2C","data",7.43644656,2.224e-05,true,,,0xE7
"I2C","data",7.43647248,2.224e-05,true,,,0x21
"I2C","data",7.43649856,2.224e-05,true,,,0x0A
"I2C","data",7.43652416,2.224e-05,true,,,0x40
"I2C","data",7.43654976,2.224e-05,true,,,0x69
"I2C","data",7.43657552,2.24e-05,true,,,0x79
"I2C","data",7.43660112,2.24e-05,true,,,0xD2
"I2C","data",7.43662704,2.224e-05,true,,,0x08
"I2C","data",7.43665264,2.224e-05,true,,,0x4B
"I2C","data",7.43667824,2.224e-05,true,,,0x07
"I2C","data",7.43670416,2.224e-05,true,,,0xD2
"I2C","data",7.43672976,2.224e-05,true,,,0x00
"I2C","data",7.43675552,2.224e-05,true,,,0x5B
"I2C","data",7.43678112,2.224e-05,true,,,0x0F
"I2C","data",7.43680672,2.224e-05,true,,,0x1A
"I2C","data",7.43683264,2.224e-05,true,,,0x43
"I2C","data",7.43685824,2.224e-05,true,,,0x42
"I2C","data",7.436884,2.24e-05,true,,,0x75
"I2C","data",7.4369096,2.24e-05,true,,,0x5A
"I2C","data",7.4369352,2.24e-05,true,,,0x48
"I2C","data",7.43696112,2.224e-05,true,,,0x8A
"I2C","data",7.43698672,2.224e-05,true,,,0x00
"I2C","data",7.43701248,2.24e-05,true,,,0x31
"I2C","data",7.43703808,2.24e-05,true,,,0x46
"I2C","data",7.43706368,2.24e-05,true,,,0x20
"I2C","data",7.4370896,2.224e-05,true,,,0x18
"I2C","data",7.4371152,2.224e-05,true,,,0x01
"I2C","data",7.43714112,2.224e-05,true,,,0xF0
"I2C","data",7.43716672,2.224e-05,true,,,0x6A
"I2C","data",7.43719232,2.224e-05,true,,,0xF8
"I2C","data",7.43721808,2.224e-05,true,,,0x3B
"I2C","data",7.43724368,2.224e-05,true,,,0x21
"I2C","data",7.4372696,2.224e-05,true,,,0x00
"I2C","data",7.4372952,2.224e-05,true,,,0xE0
"I2C","data",7.4373208,2.224e-05,true,,,0x0B
"I2C","data",7.43734656,2.24e-05,true,,,0x21
"I2C","data",7.43737216,2.24e-05,true,,,0x02
"I2C","data",7.43739808,2.224e-05,true,,,0x98
"I2C","data",7.43742368,2.224e-05,true,,,0x01
"I2C","data",7.43744944,2.24e-05,true,,,0xF0
"I2C","data",7.43747536,2.224e-05,true,,,0x24
"I2C","data",7.43750096,2.224e-05,true,,,0xF9
"I2C","data",7.43752688,2.224e-05,true,,,0x02
"I2C","data",7.43755248,2.224e-05,true,,,0x98
"I2C","data",7.43757808,2.224e-05,true,,,0x00
"I2C","data",7.43760384,2.224e-05,true,,,0xF0
"I2C","data",7.43762944,2.224e-05,true,,,0xAF
"I2C","data",7.43765536,2.224e-05,true,,,0xFF
"I2C","data",7.43768096,2.224e-05,true,,,0x00
"I2C","data",7.43770656,2.224e-05,true,,,0x20
"I2C","data",7.43773232,2.24e-05,true,,,0x00
"I2C","data",7.43775792,2.24e-05,true,,,0x90
"I2C","data",7.43778384,2.224e-05,true,,,0x00
"I2C","data",7.43780944,2.224e-05,true,,,0x98
"I2C","data",7.43783504,2.224e-05,true,,,0x05
"I2C","data",7.4378608,2.24e-05,true,,,0xB0
"I2C","data",7.4378864,2.24e-05,true,,,0xF0
"I2C","data",7.43791232,2.224e-05,true,,,0xBD
"I2C","data",7.43793792,2.224e-05,true,,,0x10
"I2C","data",7.43796352,2.224e-05,true,,,0xB5
"I2C","data",7.43798944,2.224e-05,true,,,0x04
"I2C","data",7.43801504,2.224e-05,true,,,0x46
"I2C","data",7.4380408,2.224e-05,true,,,0x01
"I2C","data",7.4380664,2.224e-05,true,,,0xF0
"I2C","data",7.438092,2.224e-05,true,,,0x72
"I2C","data",7.43811792,2.224e-05,true,,,0xF9
"I2C","data",7.43814352,2.224e-05,true,,,0xC5
"I2C","data",7.43816928,2.24e-05,true,,,0x21
"I2C","data",7.43819488,2.24e-05,true,,,0xC9
"I2C","data",7.43822048,2.24e-05,true,,,0x00
"I2C","data",7.4382464,2.224e-05,true,,,0x4C
"I2C","data",7.438272,2.224e-05,true,,,0x43
"I2C","data",7.43829776,2.24e-05,true,,,0x45
"I2C","data",7.43832336,2.24e-05,true,,,0x49
"I2C","data",7.43834896,2.24e-05,true,,,0x61
"I2C","data",7.43837488,2.224e-05,true,,,0x18
"I2C","data",7.43840048,2.224e-05,true,,,0xFF
"I2C","data",7.43843152,2.24e-05,true,,,0x31
"I2C","data",7.43845712,2.24e-05,true,,,0x81
"I2C","data",7.43848304,2.224e-05,true,,,0x31
"I2C","data",7.43850864,2.224e-05,true,,,0xC9
"I2C","data",7.43853456,2.224e-05,true,,,0x6B
"I2C","data",7.43856064,2.224e-05,true,,,0xC9
"I2C","data",7.43858624,2.224e-05,true,,,0x00
"I2C","data",7.43861184,2.224e-05,true,,,0x89
"I2C","data",7.4386376,2.224e-05,true,,,0x0F
"I2C","data",7.4386632,2.224e-05,true,,,0x02
"I2C","data",7.43868912,2.224e-05,true,,,0x29
"I2C","data",7.43871472,2.224e-05,true,,,0x02
"I2C","data",7.43874032,2.224e-05,true,,,0xD0
"I2C","data",7.43876608,2.24e-05,true,,,0x01
"I2C","data",7.43879168,2.24e-05,true,,,0x21
"I2C","data",7.4388176,2.224e-05,true,,,0x89
"I2C","data",7.4388432,2.224e-05,true,,,0x05
"I2C","data",7.4388688,2.224e-05,true,,,0x88
"I2C","data",7.43889456,2.24e-05,true,,,0x43
"I2C","data",7.43892016,2.24e-05,true,,,0x10
"I2C","data",7.43894608,2.224e-05,true,,,0xBD
"I2C","data",7.43897168,2.224e-05,true,,,0xF8
"I2C","data",7.43899728,2.224e-05,true,,,0xB5
"I2C","data",7.4390232,2.224e-05,true,,,0x06
"I2C","data",7.4390488,2.224e-05,true,,,0x46
"I2C","data",7.43907456,2.224e-05,true,,,0x0A
"I2C","data",7.43910016,2.224e-05,true,,,0x46
"I2C","data",7.43912576,2.224e-05,true,,,0xC5
"I2C","data",7.43915168,2.224e-05,true,,,0x20
"I2C","data",7.43917728,2.224e-05,true,,,0xC0
"I2C","data",7.43920304,2.24e-05,true,,,0x00
"I2C","data",7.43922864,2.24e-05,true,,,0x31
"I2C","data",7.43925424,2.24e-05,true,,,0x46
"I2C","data",7.43928016,2.224e-05,true,,,0x41
"I2C","data",7.43930576,2.224e-05,true,,,0x43
"I2C","data",7.43933152,2.24e-05,true,,,0x3B
"I2C","data",7.43935712,2.24e-05,true,,,0x48
"I2C","data",7.43938272,2.24e-05,true,,,0x01
"I2C","data",7.43940864,2.224e-05,true,,,0x27
"I2C","data",7.43943456,2.224e-05,true,,,0x0C
"I2C","data",7.43946032,2.224e-05,true,,,0x18
"I2C","data",7.43948592,2.224e-05,true,,,0xA9
"I2C","data",7.43951152,2.224e-05,true,,,0x20
"I2C","data",7.43953744,2.224e-05,true,,,0xC0
"I2C","data",7.43956304,2.224e-05,true,,,0x00
"I2C","data",7.4395888,2.24e-05,true,,,0x25
"I2C","data",7.4396144,2.24e-05,true,,,0x18
"I2C","data",7.43964,2.24e-05,true,,,0xFF
"I2C","data",7.43966592,2.224e-05,true,,,0x20
"I2C","data",7.43969152,2.224e-05,true,,,0x81
"I2C","data",7.43971728,2.24e-05,true,,,0x30
"I2C","data",7.43974288,2.24e-05,true,,,0x00
"I2C","data",7.43976848,2.24e-05,true,,,0x59
"I2C","data",7.4397944,2.224e-05,true,,,0xC1
"I2C","data",7.43982,2.224e-05,true,,,0x06
"I2C","data",7.43984592,2.224e-05,true,,,0x03
"I2C","data",7.43987152,2.224e-05,true,,,0x0C
"I2C","data",7.43989712,2.224e-05,true,,,0x00
"I2C","data",7.43992288,2.224e-05,true,,,0x06
"I2C","data",7.43994848,2.224e-05,true,,,0xC9
"I2C","data",7.4399744,2.224e-05,true,,,0x0E
"I2C","data",7.44,2.224e-05,true,,,0x80
"I2C","data",7.4400256,2.224e-05,true,,,0x0F
"I2C","data",7.44005136,2.24e-05,true,,,0x01
"I2C","data",7.44007696,2.24e-05,true,,,0x29
"I2C","data",7.44010288,2.224e-05,true,,,0x2C
"I2C","data",7.44012848,2.224e-05,true,,,0xD1
"I2C","data",7.44015408,2.224e-05,true,,,0xFF
"I2C","data",7.44017984,2.24e-05,true,,,0x21
"I2C","data",7.44020544,2.24e-05,true,,,0x09
"I2C","data",7.44023136,2.224e-05,true,,,0x02
"I2C","data",7.44025696,2.224e-05,true,,,0x8B
"I2C","data",7.44028256,2.224e-05,true,,,0x42
"I2C","data",7.44030848,2.224e-05,true,,,0x28
"I2C","data",7.44033408,2.224e-05,true,,,0xD1
"I2C","data",7.44035984,2.224e-05,true,,,0x01
"I2C","data",7.44038544,2.224e-05,true,,,0x2A
"I2C","data",7.44041104,2.224e-05,true,,,0x26
"I2C","data",7.44043696,2.224e-05,true,,,0xD1
"I2C","data",7.44046256,2.224e-05,true,,,0x2B
"I2C","data",7.44048832,2.24e-05,true,,,0x21
"I2C","data",7.44051392,2.24e-05,true,,,0x49
"I2C","data",7.44053984,2.224e-05,true,,,0x01
"I2C","data",7.44056544,2.224e-05,true,,,0x61
"I2C","data",7.44059104,2.224e-05,true,,,0x18
"I2C","data",7.4406168,2.24e-05,true,,,0x49
"I2C","data",7.4406424,2.24e-05,true,,,0x79
"I2C","data",7.44066832,2.224e-05,true,,,0x05
"I2C","data",7.44069392,2.224e-05,true,,,0x29
"I2C","data",7.44071952,2.224e-05,true,,,0x20
"I2C","data",7.44074544,2.224e-05,true,,,0xD3
"I2C","data",7.44077104,2.224e-05,true,,,0x01
"I2C","data",7.4407968,2.224e-05,true,,,0x28
"I2C","data",7.4408224,2.224e-05,true,,,0x1E
"I2C","data",7.440848,2.224e-05,true,,,0xD1
"I2C","data",7.44087392,2.224e-05,true,,,0x33
"I2C","data",7.44089952,2.224e-05,true,,,0x48
"I2C","data",7.44092528,2.24e-05,true,,,0x80
"I2C","data",7.44095088,2.24e-05,true,,,0x5D
"I2C","data",7.44097648,2.24e-05,true,,,0x77
"I2C","data",7.4410024,2.224e-05,true,,,0x28
"I2C","data",7.441028,2.224e-05,true,,,0x03
"I2C","data",7.44105376,2.24e-05,true,,,0xD0
"I2C","data",7.44107936,2.24e-05,true,,,0x7C
"I2C","data",7.44110496,2.24e-05,true,,,0x28
"I2C","data",7.44113088,2.224e-05,true,,,0x01
"I2C","data",7.44115648,2.224e-05,true,,,0xD0
"I2C","data",7.4411824,2.224e-05,true,,,0x30
"I2C","data",7.441208,2.224e-05,true,,,0x28
"I2C","data",7.4412336,2.224e-05,true,,,0x16
"I2C","data",7.44125936,2.224e-05,true,,,0xD1
"I2C","data",7.44128496,2.224e-05,true,,,0x8A
"I2C","data",7.44131088,2.224e-05,true,,,0x00
"I2C","data",7.44133648,2.224e-05,true,,,0x21
"I2C","data",7.44136208,2.224e-05,true,,,0x46
"I2C","data",7.44138784,2.24e-05,true,,,0xFF
"I2C","data",7.44141344,2.24e-05,true,,,0x31
"I2C","data",7.44143952,2.24e-05,true,,,0x12
"I2C","data",7.44146512,2.24e-05,true,,,0x1F
"I2C","data",7.44149072,2.24e-05,true,,,0x85
"I2C","data",7.44151664,2.224e-05,true,,,0x31
"I2C","data",7.44154224,2.224e-05,true,,,0x28
"I2C","data",7.44156816,2.224e-05,true,,,0x1D
"I2C","data",7.44159376,2.224e-05,true,,,0x01
"I2C","data",7.44161936,2.224e-05,true,,,0xF0
"I2C","data",7.44164512,2.224e-05,true,,,0x15
"I2C","data",7.44167072,2.224e-05,true,,,0xF9
"I2C","data",7.44169664,2.224e-05,true,,,0x28
"I2C","data",7.44172224,2.224e-05,true,,,0x7C
"I2C","data",7.44174784,2.224e-05,true,,,0x40
"I2C","data",7.4417736,2.24e-05,true,,,0x06
"I2C","data",7.4417992,2.24e-05,true,,,0x80
"I2C","data",7.44182512,2.224e-05,true,,,0x0F
"I2C","data",7.44185072,2.224e-05,true,,,0x01
"I2C","data",7.44187632,2.224e-05,true,,,0x28
"I2C","data",7.44190208,2.24e-05,true,,,0x09
"I2C","data",7.44192768,2.24e-05,true,,,0xD1
"I2C","data",7.4419536,2.224e-05,true,,,0xFF
"I2C","data",7.4419792,2.224e-05,true,,,0x34
"I2C","data",7.4420048,2.224e-05,true,,,0xA1
"I2C","data",7.44203072,2.224e-05,true,,,0x34
"I2C","data",7.44205632,2.224e-05,true,,,0x60
"I2C","data",7.44208208,2.224e-05,true,,,0x7D
"I2C","data",7.44210768,2.224e-05,true,,,0x01
"I2C","data",7.44213328,2.224e-05,true,,,0x28
"I2C","data",7.4421592,2.224e-05,true,,,0x04
"I2C","data",7.4421848,2.224e-05,true,,,0xD1
"I2C","data",7.44221056,2.24e-05,true,,,0xFF
"I2C","data",7.44223616,2.24e-05,true,,,0x21
"I2C","data",7.44226176,2.24e-05,true,,,0x2D
"I2C","data",7.44228768,2.224e-05,true,,,0x31
"I2C","data",7.44231328,2.224e-05,true,,,0x30
"I2C","data",7.44233904,2.24e-05,true,,,0x46
"I2C","data",7.44236464,2.24e-05,true,,,0x01
"I2C","data",7.44239024,2.24e-05,true,,,0xF0
"I2C","data",7.44241616,2.224e-05,true,,,0x24
"I2C","data",7.44244208,2.224e-05,true,,,0xF9
"I2C","data",7.44246784,2.224e-05,true,,,0x38
"I2C","data",7.44249344,2.224e-05,true,,,0x46
"I2C","data",7.44251904,2.224e-05,true,,,0xF8
"I2C","data",7.44254496,2.224e-05,true,,,0xBD
"I2C","data",7.44257056,2.224e-05,true,,,0x10
"I2C","data",7.44259632,2.24e-05,true,,,0xB5
"I2C","data",7.44262192,2.24e-05,true,,,0x04
"I2C","data",7.44264752,2.24e-05,true,,,0x46
"I2C","data",7.44267344,2.224e-05,true,,,0x01
"I2C","data",7.44269904,2.224e-05,true,,,0xF0
"I2C","data",7.4427248,2.24e-05,true,,,0x24
"I2C","data",7.4427504,2.24e-05,true,,,0xF9
"I2C","data",7.442776,2.24e-05,true,,,0xC5
"I2C","data",7.44280192,2.224e-05,true,,,0x20
"I2C","data",7.44282752,2.224e-05,true,,,0xC0
"I2C","data",7.44285344,2.224e-05,true,,,0x00
"I2C","data",7.44287904,2.224e-05,true,,,0x18
"I2C","data",7.44290464,2.224e-05,true,,,0x49
"I2C","data",7.4429304,2.224e-05,true,,,0x60
"I2C","data",7.442956,2.224e-05,true,,,0x43
"I2C","data",7.44298192,2.224e-05,true,,,0x41
"I2C","data",7.44300752,2.224e-05,true,,,0x18
"I2C","data",7.44303312,2.224e-05,true,,,0xFF
"I2C","data",7.44305888,2.24e-05,true,,,0x20
"I2C","data",7.44308448,2.24e-05,true,,,0xB7
"I2C","data",7.4431104,2.224e-05,true,,,0x30
"I2C","data",7.443136,2.224e-05,true,,,0x40
"I2C","data",7.4431616,2.224e-05,true,,,0x5C
"I2C","data",7.44318736,2.24e-05,true,,,0x00
"I2C","data",7.44321296,2.24e-05,true,,,0x28
"I2C","data",7.44323888,2.224e-05,true,,,0x09
"I2C","data",7.44326448,2.224e-05,true,,,0xD1
"I2C","data",7.44329008,2.224e-05,true,,,0xA0
"I2C","data",7.443316,2.224e-05,true,,,0x31
"I2C","data",7.4433416,2.224e-05,true,,,0x08
"I2C","data",7.44336736,2.224e-05,true,,,0x7B
"I2C","data",7.44339296,2.224e-05,true,,,0x80
"I2C","data",7.44341856,2.224e-05,true,,,0x06
"I2C","data",7.44344416,2.224e-05,true,,,0x40
"I2C","data",7.44347008,2.224e-05,true,,,0x0F
"I2C","data",7.44349568,2.224e-05,true,,,0x04
"I2C","data",7.44352128,2.224e-05,true,,,0x28
"I2C","data",7.44354704,2.24e-05,true,,,0x03
"I2C","data",7.44357264,2.24e-05,true,,,0xD1
"I2C","data",7.44359856,2.224e-05,true,,,0x03
"I2C","data",7.44362416,2.224e-05,true,,,0x21
"I2C","data",7.44364976,2.224e-05,true,,,0x20
"I2C","data",7.44367552,2.24e-05,true,,,0x46
"I2C","data",7.44370112,2.24e-05,true,,,0x01
"I2C","data",7.44372704,2.224e-05,true,,,0xF0
"I2C","data",7.44375264,2.224e-05,true,,,0x16
"I2C","data",7.44377824,2.224e-05,true,,,0xF9
"I2C","data",7.44380416,2.224e-05,true,,,0x10
"I2C","data",7.44382976,2.224e-05,true,,,0xBD
"I2C","data",7.44385552,2.224e-05,true,,,0xC5
"I2C","data",7.44388112,2.224e-05,true,,,0x21
"I2C","data",7.44390672,2.224e-05,true,,,0xC9
"I2C","data",7.44393264,2.224e-05,true,,,0x00
"I2C","data",7.44395824,2.224e-05,true,,,0x0E
"I2C","data",7.443984,2.224e-05,true,,,0x4A
"I2C","data",7.4440096,2.224e-05,true,,,0x41
"I2C","data",7.4440352,2.24e-05,true,,,0x43
"I2C","data",7.44406112,2.224e-05,true,,,0x89
"I2C","data",7.44408672,2.224e-05,true,,,0x18
"I2C","data",7.44411248,2.24e-05,true,,,0x0A
"I2C","data",7.44413808,2.24e-05,true,,,0x46
"I2C","data",7.44416368,2.24e-05,true,,,0x10
"I2C","data",7.4441896,2.224e-05,true,,,0xB5
"I2C","data",7.4442152,2.224e-05,true,,,0xFF
"I2C","data",7.44424112,2.224e-05,true,,,0x32
"I2C","data",7.44426672,2.224e-05,true,,,0xA1
"I2C","data",7.44429232,2.224e-05,true,,,0x32
"I2C","data",7.44431808,2.224e-05,true,,,0xD3
"I2C","data",7.44434368,2.224e-05,true,,,0x7C
"I2C","data",7.4443696,2.224e-05,true,,,0xFF
"I2C","data",7.4443952,2.224e-05,true,,,0x31
"I2C","data",7.4444208,2.224e-05,true,,,0x81
"I2C","data",7.4444464,2.224e-05,true,,,0x31
"I2C","data",7.444472,2.224e-05,true,,,0x02
"I2C","data",7.44449776,2.224e-05,true,,,0x2B
"I2C","data",7.44452336,2.224e-05,true,,,0x04
"I2C","data",7.44454928,2.224e-05,true,,,0xD0
"I2C","data",7.44457488,2.224e-05,true,,,0xCB
"I2C","data",7.44460048,2.224e-05,true,,,0x6B
"I2C","data",7.44462624,2.24e-05,true,,,0xDB
"I2C","data",7.44465184,2.24e-05,true,,,0x00
"I2C","data",7.44467776,2.224e-05,true,,,0x9B
"I2C","data",7.44470336,2.224e-05,true,,,0x0F
"I2C","data",7.44472896,2.224e-05,true,,,0x02
"I2C","data",7.44475488,2.224e-05,true,,,0x2B
"I2C","data",7.44478048,2.224e-05,true,,,0x07
"I2C","data",7.44480624,2.224e-05,true,,,0xD0
"I2C","data",7.44483184,2.224e-05,true,,,0x92
"I2C","data",7.44485744,2.224e-05,true,,,0x7D
"I2C","data",7.44488336,2.224e-05,true,,,0x00
"I2C","data",7.44490896,2.224e-05,true,,,0x2A
"I2C","data",7.44493472,2.224e-05,true,,,0x1C
"I2C","data",7.44496032,2.224e-05,true,,,0xD1
"I2C","data",7.44498592,2.224e-05,true,,,0xC9
"I2C","data",7.44501184,2.224e-05,true,,,0x6B
"I2C","data",7.44503744,2.224e-05,true,,,0xC9
"I2C","data",7.4450632,2.24e-05,true,,,0x00
"I2C","data",7.4450888,2.24e-05,true,,,0x89
"I2C","data",7.4451144,2.24e-05,true,,,0x0F
"I2C","data",7.44514032,2.224e-05,true,,,0x01
"I2C","data",7.44516592,2.224e-05,true,,,0x29
"I2C","data",7.44519184,2.224e-05,true,,,0x17
"I2C","data",7.44521744,2.224e-05,true,,,0xD1
"I2C","data",7.44524304,2.224e-05,true,,,0x03
"I2C","data",7.4452688,2.224e-05,true,,,0x21
"I2C","data",7.4452944,2.224e-05,true,,,0x13
"I2C","data",7.44532032,2.224e-05,true,,,0xE0
"I2C","data",7.44534592,2.224e-05,true,,,0x73
"I2C","data",7.44537152,2.224e-05,true,,,0x21
"I2C","data",7.44539728,2.224e-05,true,,,0x04
"I2C","data",7.44542288,2.224e-05,true,,,0x20
"I2C","data",7.4454488,2.224e-05,true,,,0x90
"I2C","data",7.4454744,2.224e-05,true,,,0x12
"I2C","data",7.44550016,2.24e-05,true,,,0x04
"I2C","data",7.44552576,2.24e-05,true,,,0x20
"I2C","data",7.44555136,2.24e-05,true,,,0x7E
"I2C","data",7.44557728,2.224e-05,true,,,0x21
"I2C","data",7.44560288,2.224e-05,true,,,0x04
"I2C","data",7.4456288,2.224e-05,true,,,0x20
"I2C","data",7.4456544,2.224e-05,true,,,0x20
"I2C","data",7.44568,2.224e-05,true,,,0x4E
"I2C","data",7.44570576,2.224e-05,true,,,0x00
"I2C","data",7.44573136,2.224e-05,true,,,0x00
"I2C","data",7.44575728,2.224e-05,true,,,0x44
"I2C","data",7.44578288,2.224e-05,true,,,0x4C
"I2C","data",7.44580848,2.224e-05,true,,,0x04
"I2C","data",7.44583424,2.224e-05,true,,,0x20
"I2C","data",7.44585984,2.224e-05,true,,,0x88
"I2C","data",7.44588576,2.224e-05,true,,,0x21
"I2C","data",7.44591136,2.224e-05,true,,,0x04
"I2C","data",7.44593696,2.224e-05,true,,,0x20
"I2C","data",7.44596272,2.24e-05,true,,,0x84
"I2C","data",7.44598832,2.24e-05,true,,,0x21
"I2C","data",7.44601424,2.224e-05,true,,,0x04
"I2C","data",7.44603984,2.224e-05,true,,,0x20
"I2C","data",7.44606544,2.224e-05,true,,,0xC8
"I2C","data",7.4460912,2.24e-05,true,,,0xAF
"I2C","data",7.44611696,2.224e-05,true,,,0x00
"I2C","data",7.44614272,2.224e-05,true,,,0x00
"I2C","data",7.44616832,2.224e-05,true,,,0x7D
"I2C","data",7.44619392,2.224e-05,true,,,0x21
"I2C","data",7.44621984,2.224e-05,true,,,0x04
"I2C","data",7.44624544,2.224e-05,true,,,0x20
"I2C","data",7.4462712,2.224e-05,true,,,0x96
"I2C","data",7.4462968,2.224e-05,true,,,0x05
"I2C","data",7.4463224,2.224e-05,true,,,0x00
"I2C","data",7.44634832,2.224e-05,true,,,0x00
"I2C","data",7.44637392,2.224e-05,true,,,0x01
"I2C","data",7.44639968,2.24e-05,true,,,0xF0
"I2C","data",7.44643056,2.224e-05,true,,,0xE2
"I2C","data",7.44645648,2.224e-05,true,,,0xF8
"I2C","data",7.44648208,2.224e-05,true,,,0x10
"I2C","data",7.44650784,2.24e-05,true,,,0xBD
"I2C","data",7.44653344,2.24e-05,true,,,0x10
"I2C","data",7.44655904,2.24e-05,true,,,0xB5
